team_id,affinity_band,dossier_path,n_participants,n_missing_id,n_missing_role,n_dup_ids,expected_members,mismatch_expected_members,participant_roles,role_counts,roles_in_project_pack,roles_in_blueprint,missing_roles_vs_refs,extra_roles_vs_refs
MID_00381,MID,C:\Users\beatr\Desktop\monografia final\outputs\teams\MID_00381\planning\dossier.json,5,0,0,0,5,False,building caretaker; chief executive officer; housing manager; management assistant; real estate agent,"{""housing manager"": 1, ""management assistant"": 1, ""chief executive officer"": 1, ""real estate agent"": 1, ""building caretaker"": 1}",Facilities and maintenance staff; Finance and accounting team; Legal and compliance team; Property owners; Senior management; Tenants; building caretaker; chief executive officer; housing manager; management assistant; real estate agent,building caretaker; chief executive officer; housing manager; management assistant; real estate agent,Facilities and maintenance staff; Finance and accounting team; Legal and compliance team; Property owners; Senior management; Tenants,
MID_00639,MID,C:\Users\beatr\Desktop\monografia final\outputs\teams\MID_00639\planning\dossier.json,5,0,0,0,5,False,business consultant; chief executive officer; green ICT consultant; housing manager; quality engineering technician,"{""housing manager"": 1, ""business consultant"": 1, ""quality engineering technician"": 1, ""green ICT consultant"": 1, ""chief executive officer"": 1}",Business consultant; Chief executive officer; Green ICT consultant; Housing manager; Quality engineering technician; Tenant representatives; business consultant; chief executive officer; green ICT consultant; housing manager; quality engineering technician,business consultant; chief executive officer; green ICT consultant; housing manager; quality engineering technician,Business consultant; Chief executive officer; Green ICT consultant; Housing manager; Quality engineering technician; Tenant representatives,
MID_00655,MID,C:\Users\beatr\Desktop\monografia final\outputs\teams\MID_00655\planning\dossier.json,6,0,0,0,6,False,food production operator; metal sawing machine operator,"{""food production operator"": 5, ""metal sawing machine operator"": 1}",food production operator; maintenance technician; metal sawing machine operator; production supervisor; quality assurance technician,food production operator; metal sawing machine operator,maintenance technician; production supervisor; quality assurance technician,
MID_00688,MID,C:\Users\beatr\Desktop\monografia final\outputs\teams\MID_00688\planning\dossier.json,5,0,0,0,5,False,dental chairside assistant; geology technician; pastoral worker; typist; youth worker,"{""youth worker"": 1, ""typist"": 1, ""pastoral worker"": 1, ""dental chairside assistant"": 1, ""geology technician"": 1}",community health coordinator; data and compliance officer; dental chairside assistant; dental clinic supervisor; geology technician; pastoral worker; school leadership; social services manager; typist; youth representatives; youth worker,dental chairside assistant; geology technician; pastoral worker; typist; youth worker,community health coordinator; data and compliance officer; dental clinic supervisor; school leadership; social services manager; youth representatives,
MID_00806,MID,C:\Users\beatr\Desktop\monografia final\outputs\teams\MID_00806\planning\dossier.json,5,0,0,0,5,False,sales assistant,"{""sales assistant"": 5}",Customer service supervisor; Inventory controller; Sales assistant; Store manager; Visual merchandiser; sales assistant,sales assistant,Customer service supervisor; Inventory controller; Sales assistant; Store manager; Visual merchandiser,
MID_01135,MID,C:\Users\beatr\Desktop\monografia final\outputs\teams\MID_01135\planning\dossier.json,5,0,0,0,5,False,event manager; marketing consultant; quality services manager; spokesperson,"{""spokesperson"": 2, ""marketing consultant"": 1, ""event manager"": 1, ""quality services manager"": 1}",Corporate communications team; Health and safety officers; Human resources; Operations management; Security management; Sustainability and CSR team; event manager; marketing consultant; quality services manager; spokesperson,event manager; marketing consultant; quality services manager; spokesperson,Corporate communications team; Health and safety officers; Human resources; Operations management; Security management; Sustainability and CSR team,
MID_01233,MID,C:\Users\beatr\Desktop\monografia final\outputs\teams\MID_01233\planning\dossier.json,6,0,0,0,6,False,electrical engineer; garage manager; industrial engineer; industrial production manager; operations manager,"{""electrical engineer"": 1, ""operations manager"": 1, ""industrial production manager"": 2, ""garage manager"": 1, ""industrial engineer"": 1}",Health and safety officer; IT and data infrastructure team; Maintenance and reliability team; Plant operations management; Production planning team; electrical engineer; garage manager; industrial engineer; industrial production manager; operations manager,electrical engineer; garage manager; industrial engineer; industrial production manager; operations manager,Health and safety officer; IT and data infrastructure team; Maintenance and reliability team; Plant operations management; Production planning team,
MID_01440,MID,C:\Users\beatr\Desktop\monografia final\outputs\teams\MID_01440\planning\dossier.json,6,0,0,0,6,False,contact centre supervisor; crop production worker; food service worker; sales account manager; specialised seller,"{""contact centre supervisor"": 1, ""crop production worker"": 1, ""food service worker"": 1, ""sales account manager"": 2, ""specialised seller"": 1}",Contact centre supervisor; Field operations coordinator; Retail specialised seller; Sales account manager; Store operations supervisor; contact centre supervisor; crop production worker; food service worker; sales account manager; specialised seller,contact centre supervisor; crop production worker; food service worker; sales account manager; sales assistant; specialised seller,Contact centre supervisor; Field operations coordinator; Retail specialised seller; Sales account manager; Store operations supervisor; sales assistant,
MID_01443,MID,C:\Users\beatr\Desktop\monografia final\outputs\teams\MID_01443\planning\dossier.json,5,0,0,0,5,False,food production operator; postman/postwoman; printed circuit board assembler; shelf filler; social worker,"{""shelf filler"": 1, ""social worker"": 1, ""food production operator"": 1, ""postman/postwoman"": 1, ""printed circuit board assembler"": 1}",Community social work team; Food safety and compliance officer; Local community organisations; Logistics and delivery staff; Volunteer coordination team; Warehouse and store operations staff; food production operator; postman/postwoman; printed circuit board assembler; shelf filler; social worker,food production operator; postman/postwoman; printed circuit board assembler; shelf filler; social worker,Community social work team; Food safety and compliance officer; Local community organisations; Logistics and delivery staff; Volunteer coordination team; Warehouse and store operations staff,
MID_01520,MID,C:\Users\beatr\Desktop\monografia final\outputs\teams\MID_01520\planning\dossier.json,5,0,0,0,5,False,ICT help desk agent; business intelligence manager; insurance clerk; membership manager; vineyard cellar master,"{""ICT help desk agent"": 1, ""membership manager"": 1, ""vineyard cellar master"": 1, ""insurance clerk"": 1, ""business intelligence manager"": 1}",Customer service management; ICT help desk agent; IT operations management; Insurance operations management; Marketing management; Membership management; business intelligence manager; insurance clerk; membership manager; vineyard cellar master,ICT help desk agent; business intelligence manager; insurance clerk; membership manager; vineyard cellar master,Customer service management; IT operations management; Insurance operations management; Marketing management; Membership management,
MID_01606,MID,C:\Users\beatr\Desktop\monografia final\outputs\teams\MID_01606\planning\dossier.json,5,0,0,0,5,False,business analyst; business consultant; department manager; product manager; telecommunications equipment maintainer,"{""product manager"": 1, ""business analyst"": 1, ""telecommunications equipment maintainer"": 1, ""business consultant"": 1, ""department manager"": 1}",Customer success team; Data engineering team; Executive leadership; Marketing team; Sales team; business analyst; business consultant; department manager; product manager; telecommunications equipment maintainer,business analyst; business consultant; department manager; product manager; telecommunications equipment maintainer,Customer success team; Data engineering team; Executive leadership; Marketing team; Sales team,
MID_01705,MID,C:\Users\beatr\Desktop\monografia final\outputs\teams\MID_01705\planning\dossier.json,5,0,0,0,5,False,metal drawing machine operator; mover,"{""mover"": 4, ""metal drawing machine operator"": 1}",Health and safety officer; Logistics coordinator; Maintenance technician; Production manager; Warehouse supervisor; metal drawing machine operator; mover,metal drawing machine operator; mover,Health and safety officer; Logistics coordinator; Maintenance technician; Production manager; Warehouse supervisor,
MID_01816,MID,C:\Users\beatr\Desktop\monografia final\outputs\teams\MID_01816\planning\dossier.json,5,0,0,0,5,False,application engineer; computer scientist; design engineer; electrical engineer; production engineer,"{""production engineer"": 1, ""computer scientist"": 1, ""application engineer"": 1, ""electrical engineer"": 1, ""design engineer"": 1}",application engineer; computer scientist; design engineer; electrical engineer; production engineer; sales engineer,application engineer; computer scientist; design engineer; electrical engineer; production engineer,sales engineer,
MID_01993,MID,C:\Users\beatr\Desktop\monografia final\outputs\teams\MID_01993\planning\dossier.json,5,0,0,0,5,False,administrative assistant; bakery specialised seller; corporate banking adviser; postman/postwoman; public relations manager,"{""postman/postwoman"": 1, ""corporate banking adviser"": 1, ""public relations manager"": 1, ""bakery specialised seller"": 1, ""administrative assistant"": 1}",Branch operations manager; Compliance officer; Customer service supervisor; Local community liaison; Marketing manager; administrative assistant; bakery specialised seller; corporate banking adviser; postman/postwoman; public relations manager,administrative assistant; bakery specialised seller; corporate banking adviser; postman/postwoman; public relations manager,Branch operations manager; Compliance officer; Customer service supervisor; Local community liaison; Marketing manager,
MID_02040,MID,C:\Users\beatr\Desktop\monografia final\outputs\teams\MID_02040\planning\dossier.json,5,0,0,0,5,False,bank teller; call centre agent; commercial sales representative; operations manager,"{""bank teller"": 2, ""call centre agent"": 1, ""commercial sales representative"": 1, ""operations manager"": 1}",Bank teller team lead; Branch operations manager; Call centre supervisor; Compliance officer; Customer experience analyst; Retail banking product manager; bank teller; call centre agent; commercial sales representative; operations manager,bank teller; call centre agent; commercial sales representative; gaming inspector; operations manager,Bank teller team lead; Branch operations manager; Call centre supervisor; Compliance officer; Customer experience analyst; Retail banking product manager; gaming inspector,
MID_02237,MID,C:\Users\beatr\Desktop\monografia final\outputs\teams\MID_02237\planning\dossier.json,5,0,0,0,5,False,bicycle assembler; mechatronics assembler; mover,"{""mechatronics assembler"": 1, ""bicycle assembler"": 2, ""mover"": 2}",Equipment maintenance technician; Health and safety officer; Inventory control specialist; Logistics planner; Warehouse operations supervisor; bicycle assembler; mechatronics assembler; mover,bicycle assembler; mechatronics assembler; mover,Equipment maintenance technician; Health and safety officer; Inventory control specialist; Logistics planner; Warehouse operations supervisor,
MID_02291,MID,C:\Users\beatr\Desktop\monografia final\outputs\teams\MID_02291\planning\dossier.json,5,0,0,0,5,False,flower and garden specialised seller; meat and meat products specialised seller; restaurant manager,"{""restaurant manager"": 1, ""flower and garden specialised seller"": 1, ""meat and meat products specialised seller"": 3}",Bakery specialised seller; Finance and accounting staff; Flower and garden specialised seller; Meat and meat products specialised seller; Restaurant manager; Store operations manager; flower and garden specialised seller; meat and meat products specialised seller; restaurant manager,flower and garden specialised seller; meat and meat products specialised seller; restaurant manager,Bakery specialised seller; Finance and accounting staff; Flower and garden specialised seller; Meat and meat products specialised seller; Restaurant manager; Store operations manager,
MID_02648,MID,C:\Users\beatr\Desktop\monografia final\outputs\teams\MID_02648\planning\dossier.json,6,0,0,0,6,False,household appliances repair technician; mover; power tool repair technician; project manager; telecommunications technician,"{""household appliances repair technician"": 1, ""power tool repair technician"": 2, ""telecommunications technician"": 1, ""mover"": 1, ""project manager"": 1}",customer service representatives; field technicians; household appliances repair technician; mover; operations manager; power tool repair technician; project manager; telecommunications technician; warehouse and logistics staff,household appliances repair technician; mover; operations manager; power tool repair technician; project manager; telecommunications technician,customer service representatives; field technicians; operations manager; warehouse and logistics staff,
MID_02664,MID,C:\Users\beatr\Desktop\monografia final\outputs\teams\MID_02664\planning\dossier.json,6,0,0,0,6,False,accountant; mover; specialised seller; stock trader,"{""specialised seller"": 2, ""stock trader"": 2, ""mover"": 1, ""accountant"": 1}",Accounting and finance lead; Compliance officer; Head of investment products; Retail operations manager; Store logistics supervisor; accountant; mover; specialised seller; stock trader,accountant; mover; specialised seller; stock trader,Accounting and finance lead; Compliance officer; Head of investment products; Retail operations manager; Store logistics supervisor,
MID_02822,MID,C:\Users\beatr\Desktop\monografia final\outputs\teams\MID_02822\planning\dossier.json,6,0,0,0,6,False,employment support worker; healthcare assistant; mover; social worker,"{""employment support worker"": 2, ""social worker"": 2, ""healthcare assistant"": 1, ""mover"": 1}",community employer representative; employment support worker; healthcare assistant; mover; service manager; social worker,employment support worker; healthcare assistant; mover; social worker,community employer representative; service manager,
MID_03140,MID,C:\Users\beatr\Desktop\monografia final\outputs\teams\MID_03140\planning\dossier.json,6,0,0,0,6,False,education policy officer; higher education lecturer; hotel porter; journalist; sociologist,"{""hotel porter"": 1, ""sociologist"": 2, ""education policy officer"": 1, ""higher education lecturer"": 1, ""journalist"": 1}",Community advocacy groups; Education policy officer; Higher education lecturer; Hotel operations manager; Journalist and communications officer; Student support officer; education policy officer; higher education lecturer; hotel porter; journalist; sociologist,education policy officer; higher education lecturer; hotel porter; journalist; sociologist,Community advocacy groups; Education policy officer; Higher education lecturer; Hotel operations manager; Journalist and communications officer; Student support officer,
MID_03202,MID,C:\Users\beatr\Desktop\monografia final\outputs\teams\MID_03202\planning\dossier.json,6,0,0,0,6,False,groom; mover; shelf filler,"{""mover"": 4, ""shelf filler"": 1, ""groom"": 1}",Customer service representative; Fleet coordinator; Health and safety officer; Operations manager; Warehouse supervisor; groom; mover; shelf filler,groom; mover; shelf filler,Customer service representative; Fleet coordinator; Health and safety officer; Operations manager; Warehouse supervisor,
MID_03218,MID,C:\Users\beatr\Desktop\monografia final\outputs\teams\MID_03218\planning\dossier.json,5,0,0,0,5,False,business analyst; data analyst; data scientist,"{""data scientist"": 2, ""business analyst"": 2, ""data analyst"": 1}",Compliance officer; Data platform owner; Head of Customer Success; Marketing manager; Sales manager; business analyst; data analyst; data scientist,business analyst; data analyst; data scientist,Compliance officer; Data platform owner; Head of Customer Success; Marketing manager; Sales manager,
MID_03300,MID,C:\Users\beatr\Desktop\monografia final\outputs\teams\MID_03300\planning\dossier.json,5,0,0,0,5,False,audio and video equipment specialised seller; sewing machinist,"{""audio and video equipment specialised seller"": 4, ""sewing machinist"": 1}",Audio and video equipment specialised seller; Health and safety officer; Sales account manager; Store manager; Visual merchandiser; audio and video equipment specialised seller; sewing machinist,audio and video equipment specialised seller; sewing machinist,Audio and video equipment specialised seller; Health and safety officer; Sales account manager; Store manager; Visual merchandiser,
MID_03399,MID,C:\Users\beatr\Desktop\monografia final\outputs\teams\MID_03399\planning\dossier.json,5,0,0,0,5,False,agronomic crop production team leader; branch manager; court administrator; lieutenant,"{""agronomic crop production team leader"": 1, ""branch manager"": 2, ""court administrator"": 1, ""lieutenant"": 1}",agronomic crop production team leader; branch manager; court administrator; lieutenant; local farmers; regional operations director,agronomic crop production team leader; branch manager; court administrator; lieutenant,local farmers; regional operations director,
MID_03414,MID,C:\Users\beatr\Desktop\monografia final\outputs\teams\MID_03414\planning\dossier.json,5,0,0,0,5,False,ICT application developer; ICT system administrator; ICT system analyst; ICT system developer; domestic housekeeper,"{""domestic housekeeper"": 1, ""ICT system administrator"": 1, ""ICT system developer"": 1, ""ICT system analyst"": 1, ""ICT application developer"": 1}",Department managers; Facilities management; Housekeeping staff; ICT application developer; ICT system administrator; ICT system analyst; ICT system developer; IT operations; Information security management; Internal audit; domestic housekeeper,ICT application developer; ICT system administrator; ICT system analyst; ICT system developer; domestic housekeeper,Department managers; Facilities management; Housekeeping staff; IT operations; Information security management; Internal audit,
MID_03721,MID,C:\Users\beatr\Desktop\monografia final\outputs\teams\MID_03721\planning\dossier.json,6,0,0,0,6,False,assistant lecturer; call centre agent; digital media designer; software architect; web content manager; web developer,"{""call centre agent"": 1, ""assistant lecturer"": 1, ""digital media designer"": 1, ""web developer"": 1, ""software architect"": 1, ""web content manager"": 1}",Customer support manager; Data protection officer; Head of digital channels; IT operations lead; Marketing manager; assistant lecturer; call centre agent; digital media designer; software architect; web content manager; web developer,assistant lecturer; call centre agent; digital media designer; software architect; web content manager; web developer,Customer support manager; Data protection officer; Head of digital channels; IT operations lead; Marketing manager,
MID_03782,MID,C:\Users\beatr\Desktop\monografia final\outputs\teams\MID_03782\planning\dossier.json,5,0,0,0,5,False,civil service administrative officer; contact centre supervisor; fitness instructor; human resources officer,"{""civil service administrative officer"": 1, ""contact centre supervisor"": 2, ""human resources officer"": 1, ""fitness instructor"": 1}",civil service administrative officer; contact centre supervisor; fitness instructor; frontline employees; human resources officer; public speaking coach; senior management,civil service administrative officer; contact centre supervisor; fitness instructor; human resources officer; public speaking coach,frontline employees; public speaking coach; senior management,
MID_03807,MID,C:\Users\beatr\Desktop\monografia final\outputs\teams\MID_03807\planning\dossier.json,5,0,0,0,5,False,chief executive officer; department manager; purchaser; sales manager,"{""chief executive officer"": 2, ""department manager"": 1, ""purchaser"": 1, ""sales manager"": 1}",Executive management; Head chefs and kitchen staff; Operations managers; Procurement and suppliers; Sales and marketing team; chief executive officer; department manager; purchaser; sales manager,chief executive officer; department manager; purchaser; sales manager,Executive management; Head chefs and kitchen staff; Operations managers; Procurement and suppliers; Sales and marketing team,
MID_03860,MID,C:\Users\beatr\Desktop\monografia final\outputs\teams\MID_03860\planning\dossier.json,5,0,0,0,5,False,architect; biologist; construction manager; food technologist; supply chain manager,"{""food technologist"": 1, ""supply chain manager"": 1, ""architect"": 1, ""construction manager"": 1, ""biologist"": 1}",Head of engineering and construction; Operations manager; Quality assurance manager; Regulatory and compliance officer; Supply chain director; architect; biologist; construction manager; food technologist; supply chain manager,architect; biologist; construction manager; food technologist; supply chain manager,Head of engineering and construction; Operations manager; Quality assurance manager; Regulatory and compliance officer; Supply chain director,
MID_03874,MID,C:\Users\beatr\Desktop\monografia final\outputs\teams\MID_03874\planning\dossier.json,5,0,0,0,5,False,civil service administrative officer; court administrative officer; education policy officer; medical administrative assistant,"{""medical administrative assistant"": 1, ""education policy officer"": 1, ""court administrative officer"": 2, ""civil service administrative officer"": 1}",Civil service department head; Court administration manager; Data protection officer; Education department coordinator; Healthcare administration manager; IT support specialist; civil service administrative officer; court administrative officer; education policy officer; medical administrative assistant,civil service administrative officer; court administrative officer; education policy officer; medical administrative assistant,Civil service department head; Court administration manager; Data protection officer; Education department coordinator; Healthcare administration manager; IT support specialist,
MID_03924,MID,C:\Users\beatr\Desktop\monografia final\outputs\teams\MID_03924\planning\dossier.json,5,0,0,0,5,False,accountant; advertising manager; business consultant; business intelligence manager; public relations manager,"{""business consultant"": 1, ""advertising manager"": 1, ""accountant"": 1, ""business intelligence manager"": 1, ""public relations manager"": 1}",Customer support manager; IT and data platform owner; Legal and compliance officer; Sales team lead; Senior management; accountant; advertising manager; business consultant; business intelligence manager; public relations manager,accountant; advertising manager; business consultant; business intelligence manager; public relations manager,Customer support manager; IT and data platform owner; Legal and compliance officer; Sales team lead; Senior management,
MID_04135,MID,C:\Users\beatr\Desktop\monografia final\outputs\teams\MID_04135\planning\dossier.json,6,0,0,0,6,False,chief executive officer; event manager; human resources assistant; library assistant; management assistant; statistician,"{""chief executive officer"": 1, ""human resources assistant"": 1, ""event manager"": 1, ""library assistant"": 1, ""statistician"": 1, ""management assistant"": 1}",Communications and PR team; Community outreach staff; Data and research team; Executive leadership; Human resources team; Local partner organisations; chief executive officer; event manager; human resources assistant; library assistant; management assistant; statistician,chief executive officer; event manager; human resources assistant; library assistant; management assistant; statistician,Communications and PR team; Community outreach staff; Data and research team; Executive leadership; Human resources team; Local partner organisations,
MID_04232,MID,C:\Users\beatr\Desktop\monografia final\outputs\teams\MID_04232\planning\dossier.json,6,0,0,0,6,False,accommodation manager; dance therapist; membership manager; minister of religion; music therapist; sergeant,"{""music therapist"": 1, ""membership manager"": 1, ""dance therapist"": 1, ""accommodation manager"": 1, ""minister of religion"": 1, ""sergeant"": 1}",Clinical coordinator; Facility management; Frontline care staff; Residents and families; Security and safety officer; Spiritual care coordinator; accommodation manager; dance therapist; membership manager; minister of religion; music therapist; sergeant,accommodation manager; dance therapist; membership manager; minister of religion; music therapist; sergeant,Clinical coordinator; Facility management; Frontline care staff; Residents and families; Security and safety officer; Spiritual care coordinator,
MID_04247,MID,C:\Users\beatr\Desktop\monografia final\outputs\teams\MID_04247\planning\dossier.json,5,0,0,0,5,False,chief information officer; cloud DevOps engineer; cybersecurity risk manager; green ICT consultant; software developer,"{""cybersecurity risk manager"": 1, ""cloud DevOps engineer"": 1, ""green ICT consultant"": 1, ""chief information officer"": 1, ""software developer"": 1}",Chief information officer; Cloud DevOps engineer; Cybersecurity risk manager; Green ICT consultant; Service owner; Software developer; chief information officer; cloud DevOps engineer; cybersecurity risk manager; green ICT consultant; software developer,chief information officer; cloud DevOps engineer; cybersecurity risk manager; green ICT consultant; software developer,Chief information officer; Cloud DevOps engineer; Cybersecurity risk manager; Green ICT consultant; Service owner; Software developer,
MID_04281,MID,C:\Users\beatr\Desktop\monografia final\outputs\teams\MID_04281\planning\dossier.json,5,0,0,0,5,False,accountant; bookkeeper; financial manager; management assistant,"{""bookkeeper"": 1, ""accountant"": 1, ""financial manager"": 2, ""management assistant"": 1}",Accountant; Bookkeeper; Business unit manager; Finance director; Financial manager; Internal auditor; accountant; bookkeeper; financial manager; management assistant,accountant; bookkeeper; financial manager; financial planner; management assistant,Accountant; Bookkeeper; Business unit manager; Finance director; Financial manager; Internal auditor; financial planner,
MID_04299,MID,C:\Users\beatr\Desktop\monografia final\outputs\teams\MID_04299\planning\dossier.json,5,0,0,0,5,False,commissioning engineer; electrical engineer; research engineer,"{""electrical engineer"": 1, ""research engineer"": 3, ""commissioning engineer"": 1}",commissioning engineer; electrical engineer; operations manager; research engineer; safety and compliance officer,commissioning engineer; electrical engineer; higher education lecturer; research and development manager; research engineer,higher education lecturer; operations manager; research and development manager; safety and compliance officer,
MID_04308,MID,C:\Users\beatr\Desktop\monografia final\outputs\teams\MID_04308\planning\dossier.json,6,0,0,0,6,False,civil drafter; civil engineer,"{""civil engineer"": 5, ""civil drafter"": 1}",civil drafter; civil engineer; construction manager; facility maintenance supervisor; healthcare institution manager; infection control officer,civil drafter; civil engineer,construction manager; facility maintenance supervisor; healthcare institution manager; infection control officer,
